N,P,K,temperature,humidity,ph,rainfall,label
61.0,58.0,82.0,25.317,75.281,5.894,116.021,pineapple
55.0,69.0,87.0,17.384,76.086,5.337,123.553,pineapple
54.0,80.0,87.0,26.729,75.131,5.063,113.883,pineapple
76.0,71.0,81.0,21.09,73.468,5.467,115.955,pineapple
68.0,62.0,86.0,22.919,72.934,5.522,110.098,pineapple
42.0,72.0,87.0,16.666,71.578,5.594,149.783,pineapple
76.0,68.0,90.0,19.815,72.849,5.108,144.441,pineapple
43.0,61.0,89.0,25.059,77.573,5.025,133.335,pineapple
45.0,68.0,87.0,25.575,76.718,5.6,103.805,pineapple
63.0,69.0,90.0,20.578,77.42,5.821,142.067,pineapple
56.0,76.0,84.0,29.39,78.188,5.564,116.204,pineapple
78.0,61.0,81.0,25.185,75.247,5.828,144.67,pineapple
51.0,78.0,85.0,21.172,79.034,5.998,149.913,pineapple
44.0,76.0,90.0,16.552,75.302,5.108,109.532,pineapple
55.0,57.0,88.0,21.92,79.714,5.675,139.515,pineapple
77.0,59.0,85.0,24.857,75.618,5.303,101.851,pineapple
68.0,65.0,82.0,22.208,79.814,5.818,118.145,pineapple
64.0,68.0,80.0,26.875,74.505,5.032,116.184,pineapple
59.0,78.0,82.0,19.182,75.557,5.7,130.137,pineapple
60.0,58.0,83.0,25.997,79.658,5.85,139.464,pineapple
42.0,62.0,85.0,23.173,73.821,5.923,120.227,pineapple
78.0,61.0,89.0,25.937,71.206,5.97,110.676,pineapple
80.0,62.0,88.0,24.81,78.282,5.519,127.117,pineapple
71.0,73.0,80.0,18.525,76.659,5.491,143.493,pineapple
64.0,63.0,85.0,17.508,76.801,5.708,115.186,pineapple
63.0,60.0,87.0,27.319,70.991,5.078,133.54,pineapple
73.0,74.0,88.0,28.879,77.832,5.406,121.02,pineapple
62.0,60.0,85.0,27.206,73.222,5.326,122.253,pineapple
54.0,68.0,90.0,29.194,79.403,5.419,102.236,pineapple
53.0,68.0,80.0,29.178,74.322,5.36,146.775,pineapple
53.0,73.0,80.0,25.895,71.172,5.293,101.332,pineapple
76.0,71.0,85.0,21.851,79.79,5.357,143.814,pineapple
59.0,79.0,89.0,28.599,76.617,5.1,143.146,pineapple
51.0,56.0,90.0,26.288,72.445,5.764,138.399,pineapple
44.0,73.0,88.0,24.414,77.463,5.019,129.89,pineapple
59.0,55.0,89.0,27.719,71.203,5.739,116.483,pineapple
50.0,65.0,86.0,24.415,70.779,5.449,148.77,pineapple
79.0,77.0,89.0,25.909,78.455,5.982,132.719,pineapple
70.0,58.0,87.0,21.603,71.587,5.455,140.164,pineapple
54.0,75.0,82.0,23.613,78.224,5.338,103.785,pineapple
41.0,69.0,89.0,29.578,71.34,5.264,107.916,pineapple
57.0,80.0,83.0,16.616,75.992,5.605,131.905,pineapple
56.0,68.0,84.0,28.921,78.749,5.683,143.962,pineapple
61.0,57.0,86.0,19.646,75.541,5.573,120.053,pineapple
62.0,80.0,83.0,21.63,75.487,5.749,139.916,pineapple
79.0,70.0,80.0,27.962,76.847,5.918,114.93,pineapple
76.0,73.0,86.0,21.968,72.412,5.74,125.496,pineapple
67.0,79.0,86.0,23.36,70.595,5.757,129.115,pineapple
52.0,65.0,82.0,26.898,74.019,5.077,136.952,pineapple
48.0,71.0,86.0,27.365,77.386,5.237,104.073,pineapple
79.0,55.0,85.0,28.528,76.562,5.429,127.733,pineapple
53.0,71.0,87.0,26.315,74.611,5.965,138.076,pineapple
15.0,37.0,18.0,20.137,76.794,5.083,100.788,pineapple
11.0,16.0,15.0,16.689,74.587,5.009,146.263,pineapple
11.0,39.0,16.0,23.708,75.153,5.072,121.771,pineapple
3.0,32.0,18.0,22.981,75.992,5.972,105.07,pineapple
-1.0,27.0,18.0,16.275,77.918,5.966,116.519,pineapple
-6.0,24.0,20.0,22.117,71.347,5.914,121.716,pineapple
21.0,30.0,17.0,28.413,75.161,5.526,107.985,pineapple
28.0,19.0,25.0,26.239,72.428,5.56,117.743,pineapple
2.0,18.0,22.0,17.675,75.949,5.361,145.213,pineapple
21.0,29.0,17.0,25.595,71.995,5.594,136.862,pineapple
-10.0,22.0,17.0,17.975,75.424,5.546,109.942,pineapple
10.0,20.0,15.0,24.321,73.293,5.367,114.505,pineapple
22.0,17.0,24.0,21.979,77.624,5.718,109.815,pineapple
-6.0,30.0,17.0,23.241,75.955,5.569,143.73,pineapple
21.0,16.0,17.0,29.333,70.859,5.33,125.413,pineapple
11.0,26.0,16.0,21.935,74.337,5.579,110.682,pineapple
7.0,30.0,22.0,15.658,76.801,5.765,125.098,pineapple
9.0,28.0,24.0,25.843,75.296,5.977,108.245,pineapple
2.0,31.0,24.0,25.717,73.032,5.985,127.12,pineapple
16.0,25.0,18.0,26.977,76.802,5.379,123.582,pineapple
8.0,26.0,21.0,17.509,79.416,5.704,105.549,pineapple
25.0,19.0,17.0,17.054,70.786,5.349,146.42,pineapple
5.0,28.0,20.0,27.1,77.989,5.647,102.928,pineapple
-7.0,38.0,17.0,15.703,73.921,5.464,144.925,pineapple
3.0,37.0,20.0,22.551,79.211,5.501,129.436,pineapple
9.0,28.0,19.0,26.976,75.949,5.181,122.382,pineapple
15.0,36.0,15.0,22.993,75.79,5.472,117.817,pineapple
8.0,36.0,20.0,15.163,73.198,5.93,139.456,pineapple
5.0,36.0,16.0,22.515,71.588,5.626,134.566,pineapple
20.0,38.0,16.0,23.002,73.166,5.549,109.924,pineapple
1.0,38.0,23.0,17.848,71.295,5.625,148.913,pineapple
10.0,36.0,18.0,17.821,70.436,5.489,147.46,pineapple
-8.0,39.0,21.0,20.762,73.375,5.066,112.853,pineapple
12.0,39.0,17.0,17.982,79.763,5.511,134.897,pineapple
-5.0,40.0,23.0,23.016,71.778,5.929,127.118,pineapple
-2.0,30.0,19.0,21.092,73.682,5.915,149.665,pineapple
-1.0,36.0,19.0,23.925,72.528,5.051,135.287,pineapple
-7.0,28.0,24.0,16.905,73.551,5.596,106.703,pineapple
6.0,33.0,22.0,21.519,74.088,5.174,114.347,pineapple
21.0,26.0,21.0,26.377,79.993,5.543,135.078,pineapple
-3.0,26.0,19.0,26.854,71.309,5.34,117.644,pineapple
-4.0,27.0,25.0,22.53,74.733,5.657,127.765,pineapple
2.0,29.0,25.0,27.566,73.909,5.386,131.73,pineapple
14.0,26.0,19.0,29.622,72.652,5.865,121.528,pineapple
-8.0,38.0,25.0,20.246,78.484,5.399,141.517,pineapple
9.0,17.0,25.0,25.083,74.644,5.228,134.501,pineapple
15.0,39.0,19.0,27.061,79.208,5.1,100.568,pineapple
13.0,38.0,23.0,17.59,71.966,5.788,128.547,pineapple
12.0,33.0,18.0,26.478,71.451,5.579,120.341,pineapple
-2.0,17.0,20.0,17.683,70.707,5.481,111.336,pineapple
13.0,38.0,18.0,24.777,86.286,5.494,103.831,jackfruit
24.0,20.0,23.0,26.819,94.552,5.168,143.747,jackfruit
21.0,35.0,23.0,26.926,93.854,5.561,161.799,jackfruit
-5.0,32.0,25.0,27.806,94.719,5.357,114.804,jackfruit
28.0,38.0,21.0,25.6,91.537,5.201,195.768,jackfruit
13.0,28.0,23.0,26.735,89.765,5.326,360.431,jackfruit
22.0,39.0,22.0,26.204,90.404,4.88,246.762,jackfruit
7.0,39.0,20.0,27.877,85.01,5.305,149.479,jackfruit
26.0,37.0,23.0,27.265,91.736,5.266,291.824,jackfruit
-1.0,35.0,15.0,25.351,94.389,5.478,134.895,jackfruit
2.0,35.0,15.0,26.438,93.206,5.309,368.608,jackfruit
-3.0,39.0,18.0,25.916,86.243,4.97,136.503,jackfruit
8.0,16.0,17.0,26.016,93.093,4.955,300.68,jackfruit
12.0,19.0,19.0,26.026,93.541,5.359,146.347,jackfruit
-9.0,24.0,19.0,26.178,93.686,5.441,217.645,jackfruit
30.0,21.0,22.0,26.704,87.395,5.077,262.866,jackfruit
13.0,18.0,19.0,24.313,90.493,5.688,185.146,jackfruit
-7.0,19.0,20.0,24.787,90.61,5.05,325.085,jackfruit
7.0,15.0,22.0,27.806,90.548,4.853,338.319,jackfruit
20.0,16.0,21.0,24.626,86.393,5.327,309.068,jackfruit
7.0,20.0,23.0,26.48,89.148,4.839,259.985,jackfruit
13.0,18.0,15.0,27.722,94.06,5.075,210.903,jackfruit
-10.0,37.0,19.0,26.645,93.1,4.743,137.182,jackfruit
25.0,15.0,23.0,27.214,94.453,5.43,290.234,jackfruit
29.0,24.0,21.0,25.473,89.011,5.143,324.163,jackfruit
-3.0,21.0,22.0,25.68,94.263,4.881,180.395,jackfruit
16.0,40.0,19.0,25.109,90.81,5.482,364.495,jackfruit
8.0,16.0,23.0,27.711,88.507,5.095,333.037,jackfruit
-6.0,37.0,16.0,25.903,94.488,5.201,326.208,jackfruit
19.0,20.0,18.0,26.544,86.244,4.946,104.379,jackfruit
25.0,34.0,24.0,24.507,90.052,4.903,313.863,jackfruit
-5.0,24.0,16.0,24.746,89.422,5.223,265.792,jackfruit
27.0,30.0,20.0,24.348,86.974,5.124,90.11,jackfruit
0.0,15.0,24.0,27.536,88.706,5.085,144.003,jackfruit
23.0,31.0,20.0,26.956,90.663,5.338,314.797,jackfruit
-9.0,34.0,19.0,25.001,87.753,4.823,344.032,jackfruit
-2.0,30.0,25.0,24.803,89.497,5.418,130.871,jackfruit
22.0,20.0,21.0,27.441,86.196,5.377,207.58,jackfruit
2.0,15.0,25.0,24.543,90.741,5.094,386.409,jackfruit
-7.0,21.0,24.0,25.145,94.239,5.508,204.352,jackfruit
-1.0,31.0,20.0,26.257,86.644,5.484,321.365,jackfruit
17.0,19.0,25.0,27.585,86.54,5.191,199.535,jackfruit
8.0,25.0,24.0,26.89,91.942,5.626,112.167,jackfruit
-10.0,29.0,20.0,27.498,88.475,5.437,184.78,jackfruit
-8.0,30.0,20.0,27.743,89.007,5.216,293.087,jackfruit
-1.0,23.0,25.0,25.388,93.97,5.475,242.353,jackfruit
13.0,34.0,16.0,24.47,92.802,4.757,212.162,jackfruit
3.0,27.0,25.0,27.968,89.394,4.998,130.931,jackfruit
4.0,25.0,15.0,25.71,86.684,5.718,313.034,jackfruit
3.0,30.0,20.0,25.398,89.091,5.417,310.34,jackfruit
12.0,33.0,24.0,24.642,85.053,4.872,207.554,jackfruit
9.0,34.0,21.0,25.584,93.411,5.377,149.327,jackfruit
18.0,26.0,16.0,27.551,93.094,4.898,215.569,jackfruit
-2.0,20.0,18.0,25.624,94.055,5.673,238.891,jackfruit
8.0,35.0,23.0,26.946,93.898,5.709,215.61,jackfruit
14.0,32.0,23.0,24.11,93.462,4.871,316.12,jackfruit
6.0,25.0,15.0,26.412,92.728,4.731,393.451,jackfruit
25.0,25.0,25.0,26.761,85.096,5.12,285.527,jackfruit
18.0,21.0,18.0,27.75,85.26,4.816,266.038,jackfruit
29.0,21.0,23.0,27.628,91.525,5.213,265.229,jackfruit
12.0,19.0,15.0,25.705,92.231,4.949,271.182,jackfruit
-7.0,33.0,16.0,27.115,88.572,5.507,180.35,jackfruit
-4.0,24.0,20.0,25.271,93.69,5.134,329.779,jackfruit
0.0,32.0,16.0,25.314,87.422,4.86,193.344,jackfruit
18.0,26.0,23.0,26.894,89.401,5.499,339.172,jackfruit
21.0,30.0,17.0,24.571,93.167,5.479,396.318,jackfruit
25.0,15.0,22.0,26.395,87.72,5.238,146.671,jackfruit
-3.0,17.0,21.0,27.086,92.709,5.17,309.894,jackfruit
16.0,25.0,24.0,26.926,88.685,4.829,381.422,jackfruit
-3.0,20.0,19.0,24.121,91.202,4.871,397.408,jackfruit
29.0,33.0,15.0,27.253,94.729,4.717,92.708,jackfruit
-10.0,18.0,24.0,27.626,88.188,5.287,235.385,jackfruit
19.0,28.0,21.0,24.887,87.076,5.647,187.83,jackfruit
-7.0,28.0,21.0,26.674,87.308,4.858,232.176,jackfruit
4.0,40.0,16.0,26.757,92.821,5.542,292.851,jackfruit
-7.0,33.0,16.0,25.958,92.35,4.893,299.19,jackfruit
-1.0,27.0,20.0,24.26,93.461,5.38,160.662,jackfruit
0.0,37.0,18.0,27.034,87.318,5.455,240.445,jackfruit
-8.0,38.0,21.0,25.22,92.412,4.918,288.054,jackfruit
18.0,27.0,24.0,26.442,92.186,5.413,101.736,jackfruit
23.0,20.0,19.0,26.831,92.484,5.554,112.8,jackfruit
-1.0,22.0,19.0,26.012,86.686,5.718,253.071,jackfruit
28.0,35.0,23.0,25.056,93.682,5.59,167.964,jackfruit
20.0,38.0,23.0,27.335,89.622,4.957,242.934,jackfruit
7.0,40.0,15.0,26.384,90.848,5.235,190.349,jackfruit
-4.0,32.0,18.0,27.403,87.499,5.574,176.931,jackfruit
6.0,16.0,25.0,26.73,92.796,4.855,325.502,jackfruit
15.0,39.0,15.0,26.392,94.998,5.394,377.102,jackfruit
12.0,27.0,15.0,25.351,88.005,4.741,266.614,jackfruit
-10.0,35.0,15.0,27.893,90.384,5.202,251.03,jackfruit
6.0,19.0,25.0,26.92,92.026,4.956,149.478,jackfruit
-6.0,16.0,19.0,24.957,85.329,5.281,187.597,jackfruit
-1.0,23.0,22.0,25.762,90.826,5.479,132.639,jackfruit
1.0,17.0,25.0,26.211,85.635,4.781,227.372,jackfruit
3.0,39.0,15.0,24.074,91.852,5.508,258.714,jackfruit
24.0,36.0,23.0,27.807,90.718,4.754,205.727,jackfruit
5.0,25.0,18.0,27.102,85.459,5.299,287.711,jackfruit
7.0,21.0,17.0,24.906,88.461,5.362,369.706,jackfruit
9.0,28.0,17.0,24.55,90.402,5.221,149.145,jackfruit
28.0,16.0,25.0,26.492,93.248,5.577,328.565,jackfruit
9.0,25.0,25.0,27.781,85.386,5.092,282.461,jackfruit
3.0,22.0,22.0,27.865,93.26,4.845,206.473,jackfruit
34.0,23.0,16.0,27.057,91.69,5.261,235.107,jackfruit
15.0,15.0,24.0,27.613,87.231,5.36,247.512,jackfruit
35.0,31.0,21.0,25.882,91.175,5.067,250.297,jackfruit
27.0,22.0,15.0,26.415,93.783,5.134,114.171,jackfruit
39.0,39.0,20.0,24.66,91.819,4.788,117.766,jackfruit
28.0,17.0,18.0,24.754,87.923,4.977,267.554,jackfruit
24.0,17.0,16.0,27.165,94.289,5.639,228.177,jackfruit
21.0,18.0,17.0,25.039,91.69,5.072,264.635,jackfruit
35.0,40.0,23.0,27.189,90.622,5.146,115.445,jackfruit
26.0,16.0,25.0,26.037,91.795,4.732,203.866,jackfruit
32.0,28.0,25.0,27.076,93.944,5.547,187.264,jackfruit
14.0,19.0,16.0,24.159,94.566,5.497,344.685,jackfruit
37.0,28.0,25.0,26.324,87.45,5.363,281.294,jackfruit
34.0,16.0,22.0,26.98,87.16,5.046,269.791,jackfruit
34.0,34.0,23.0,24.936,86.555,4.866,135.649,jackfruit
24.0,40.0,21.0,25.75,93.215,4.763,139.964,jackfruit
34.0,32.0,19.0,27.346,88.525,5.398,368.616,jackfruit
19.0,37.0,19.0,26.266,88.417,5.398,388.744,jackfruit
4.0,37.0,16.0,27.346,93.093,5.082,226.943,jackfruit
22.0,18.0,23.0,27.657,94.423,5.307,266.372,jackfruit
15.0,17.0,25.0,25.384,88.414,4.857,298.22,jackfruit
35.0,20.0,16.0,25.93,91.472,5.316,297.258,jackfruit
0.0,17.0,21.0,24.979,86.264,5.439,132.276,jackfruit
21.0,16.0,15.0,25.189,86.287,4.779,371.739,jackfruit
4.0,19.0,15.0,27.096,85.885,4.976,112.588,jackfruit
6.0,16.0,22.0,27.94,94.639,5.307,276.101,jackfruit
34.0,16.0,22.0,26.987,85.019,5.452,132.313,jackfruit
35.0,25.0,25.0,27.984,90.055,5.037,387.876,jackfruit
20.0,28.0,24.0,27.951,93.847,5.551,191.689,jackfruit
2.0,26.0,23.0,24.267,93.935,5.356,162.544,jackfruit
13.0,32.0,24.0,24.303,94.631,5.21,199.051,jackfruit
33.0,31.0,22.0,26.99,87.962,5.077,124.055,jackfruit
1.0,35.0,20.0,25.159,85.896,5.14,345.737,jackfruit
33.0,35.0,23.0,26.224,88.723,5.476,264.213,jackfruit
27.0,24.0,20.0,27.996,88.645,5.186,108.691,jackfruit
27.0,27.0,17.0,24.467,94.997,5.364,184.083,jackfruit
6.0,27.0,17.0,25.417,88.887,4.937,367.896,jackfruit
19.0,23.0,17.0,26.362,92.808,5.033,353.772,jackfruit
38.0,29.0,20.0,25.401,92.519,5.472,110.813,jackfruit
16.0,22.0,15.0,26.441,87.648,5.177,300.316,jackfruit
25.0,19.0,20.0,26.426,88.019,5.082,344.429,jackfruit
29.0,23.0,18.0,25.303,87.185,5.232,357.674,jackfruit
22.0,30.0,17.0,27.191,91.846,4.924,386.992,jackfruit
39.0,38.0,18.0,24.8,88.057,4.936,372.827,jackfruit
1.0,17.0,19.0,26.896,91.111,4.797,330.587,jackfruit
18.0,39.0,16.0,27.801,91.441,4.771,224.133,jackfruit
29.0,19.0,17.0,26.499,85.02,4.882,365.22,jackfruit
14.0,23.0,21.0,24.425,90.543,5.342,185.573,jackfruit
8.0,32.0,15.0,28.149,73.772,7.283,100.0,guava
18.0,25.0,15.0,23.092,73.793,6.666,100.0,guava
32.0,39.0,18.0,23.054,73.267,6.927,100.0,guava
19.0,28.0,25.0,24.693,78.417,6.637,100.0,guava
31.0,28.0,17.0,16.546,70.265,6.906,100.0,guava
24.0,15.0,24.0,22.148,75.977,7.013,100.0,guava
18.0,16.0,20.0,17.763,70.867,7.258,100.0,guava
6.0,24.0,16.0,29.607,72.079,7.271,100.0,guava
27.0,31.0,21.0,19.852,76.311,7.041,100.0,guava
28.0,25.0,17.0,29.325,75.8,6.587,100.0,guava
30.0,17.0,22.0,29.712,80.153,7.451,100.0,guava
39.0,23.0,18.0,24.454,83.152,7.105,100.0,guava
30.0,22.0,23.0,23.289,72.538,7.317,100.0,guava
16.0,19.0,18.0,23.632,84.521,6.651,100.0,guava
29.0,32.0,25.0,29.835,76.188,6.968,100.0,guava
7.0,29.0,15.0,26.609,79.571,7.287,100.0,guava
20.0,33.0,21.0,24.478,70.902,6.969,100.0,guava
21.0,20.0,21.0,18.562,78.352,6.823,100.0,guava
5.0,16.0,21.0,26.34,76.202,7.368,100.0,guava
14.0,18.0,25.0,25.8,76.842,6.93,100.0,guava
40.0,35.0,25.0,17.089,70.405,6.685,100.0,guava
38.0,21.0,23.0,15.07,81.281,7.126,100.0,guava
9.0,28.0,18.0,21.867,84.918,6.836,100.0,guava
35.0,28.0,17.0,25.841,73.0,6.583,100.0,guava
12.0,22.0,16.0,18.016,71.75,7.473,100.0,guava
17.0,15.0,25.0,23.161,75.735,6.959,100.0,guava
28.0,32.0,18.0,20.993,70.379,6.68,100.0,guava
25.0,38.0,18.0,29.545,79.908,6.547,100.0,guava
4.0,18.0,15.0,22.394,75.156,6.71,100.0,guava
38.0,21.0,24.0,15.407,72.248,7.328,100.0,guava
6.0,18.0,21.0,28.76,76.308,6.633,100.0,guava
28.0,35.0,18.0,15.271,81.604,6.523,100.0,guava
15.0,18.0,19.0,17.684,81.73,7.023,100.0,guava
27.0,20.0,23.0,28.682,84.211,6.937,100.0,guava
33.0,24.0,17.0,29.908,81.345,7.174,100.0,guava
18.0,40.0,24.0,15.936,78.416,7.473,100.0,guava
23.0,40.0,22.0,22.518,74.544,7.224,100.0,guava
10.0,37.0,25.0,20.013,76.166,6.853,100.0,guava
11.0,16.0,23.0,16.262,73.085,6.588,100.0,guava
8.0,25.0,23.0,24.23,80.61,7.048,100.0,guava
32.0,38.0,23.0,23.174,77.755,7.244,100.0,guava
29.0,22.0,25.0,19.409,71.378,6.526,100.0,guava
36.0,30.0,20.0,29.812,74.686,6.832,100.0,guava
4.0,33.0,23.0,21.312,77.424,7.066,100.0,guava
1.0,37.0,25.0,26.929,80.889,7.312,100.0,guava
40.0,16.0,19.0,28.393,70.3,7.125,100.0,guava
5.0,32.0,18.0,22.712,71.785,7.472,100.0,guava
15.0,37.0,15.0,22.029,76.007,6.508,100.0,guava
15.0,21.0,20.0,16.244,71.023,6.875,100.0,guava
28.0,16.0,22.0,27.698,75.75,7.456,100.0,guava
14.0,25.0,20.0,16.706,78.589,7.374,100.0,guava
15.0,40.0,22.0,16.993,78.875,7.264,100.0,guava
1.0,22.0,25.0,28.755,73.808,7.052,100.0,guava
27.0,40.0,21.0,21.857,71.491,6.92,100.0,guava
30.0,24.0,15.0,20.467,72.102,7.029,100.0,guava
32.0,25.0,25.0,16.957,77.351,7.085,100.0,guava
21.0,37.0,19.0,22.549,71.215,6.615,100.0,guava
31.0,27.0,19.0,15.904,82.56,7.495,100.0,guava
40.0,19.0,21.0,23.792,78.8,6.669,100.0,guava
24.0,34.0,17.0,23.182,72.835,6.519,100.0,guava
32.0,26.0,24.0,27.345,80.57,7.44,100.0,guava
2.0,23.0,15.0,15.309,71.345,6.514,100.0,guava
10.0,27.0,16.0,20.893,73.312,6.741,100.0,guava
0.0,15.0,19.0,29.932,80.817,6.947,100.0,guava
25.0,37.0,23.0,24.318,75.769,6.605,100.0,guava
10.0,18.0,19.0,22.876,80.439,7.077,100.0,guava
36.0,24.0,19.0,29.211,76.437,7.469,100.0,guava
16.0,39.0,15.0,29.27,71.131,6.722,100.0,guava
2.0,29.0,16.0,16.323,80.65,6.909,100.0,guava
25.0,24.0,19.0,27.962,72.84,6.717,100.0,guava
22.0,23.0,23.0,26.604,75.641,6.656,100.0,guava
25.0,36.0,18.0,23.004,76.461,6.996,100.0,guava
9.0,18.0,25.0,18.954,80.252,6.619,100.0,guava
37.0,40.0,22.0,16.205,73.468,6.889,100.0,guava
19.0,35.0,17.0,21.87,74.484,6.966,100.0,guava
10.0,25.0,15.0,16.953,81.958,6.527,100.0,guava
40.0,22.0,24.0,18.354,70.534,7.226,100.0,guava
13.0,15.0,19.0,19.467,77.985,6.885,100.0,guava
37.0,26.0,16.0,15.53,84.432,6.816,100.0,guava
7.0,33.0,20.0,15.829,77.706,7.038,100.0,guava
28.0,40.0,23.0,26.915,78.406,7.357,100.0,guava
3.0,29.0,17.0,26.348,84.659,6.634,100.0,guava
13.0,16.0,18.0,20.576,70.417,6.697,100.0,guava
12.0,32.0,15.0,28.935,72.147,7.263,100.0,guava
27.0,25.0,17.0,27.885,78.33,7.306,100.0,guava
40.0,23.0,17.0,19.169,75.121,7.19,100.0,guava
14.0,33.0,24.0,20.976,70.411,6.575,100.0,guava
13.0,22.0,15.0,20.768,74.644,6.734,100.0,guava
13.0,38.0,22.0,15.515,83.625,7.174,100.0,guava
31.0,26.0,16.0,18.624,77.838,7.174,100.0,guava
19.0,19.0,20.0,18.475,75.74,6.881,100.0,guava
33.0,21.0,24.0,18.057,75.35,6.68,100.0,guava
31.0,23.0,18.0,28.858,81.693,6.797,100.0,guava
27.0,18.0,17.0,21.747,74.135,6.631,100.0,guava
32.0,22.0,17.0,23.403,73.976,6.531,100.0,guava
24.0,19.0,23.0,24.746,80.383,6.779,100.0,guava
30.0,33.0,25.0,22.548,83.232,7.121,100.0,guava
20.0,21.0,21.0,15.307,74.487,6.505,100.0,guava
9.0,28.0,16.0,29.97,81.923,7.404,100.0,guava
6.0,31.0,20.0,27.139,70.917,6.641,100.0,guava
21.0,28.0,11.0,25.602,74.895,7.36,100.0,guava
43.0,23.0,6.0,16.533,81.413,6.731,100.0,guava
55.0,29.0,15.0,28.955,83.216,6.663,100.0,guava
57.0,25.0,14.0,25.465,71.172,7.036,100.0,guava
52.0,24.0,10.0,22.928,73.779,7.219,100.0,guava
60.0,32.0,5.0,29.697,77.034,6.834,100.0,guava
52.0,34.0,6.0,23.223,81.605,7.025,100.0,guava
31.0,22.0,11.0,17.612,72.872,7.193,100.0,guava
26.0,26.0,12.0,18.374,71.5,7.272,100.0,guava
42.0,19.0,5.0,23.827,78.119,7.209,100.0,guava
22.0,30.0,13.0,21.0,83.378,7.26,100.0,guava
22.0,15.0,9.0,15.407,83.054,6.95,100.0,guava
22.0,26.0,9.0,24.828,70.774,7.345,100.0,guava
55.0,16.0,10.0,19.674,74.061,6.647,100.0,guava
39.0,29.0,8.0,26.792,84.822,6.833,100.0,guava
30.0,35.0,5.0,22.399,77.918,7.321,100.0,guava
44.0,20.0,5.0,19.182,72.492,6.689,100.0,guava
33.0,36.0,15.0,18.797,72.169,6.969,100.0,guava
25.0,36.0,10.0,28.578,79.613,7.457,100.0,guava
45.0,27.0,9.0,25.941,79.505,7.004,100.0,guava
29.0,27.0,8.0,27.396,72.069,7.413,100.0,guava
50.0,15.0,6.0,27.306,78.062,6.762,100.0,guava
36.0,17.0,10.0,16.771,81.164,6.574,100.0,guava
20.0,24.0,8.0,18.161,83.136,7.42,100.0,guava
36.0,16.0,13.0,21.266,79.642,7.116,100.0,guava
30.0,26.0,8.0,24.796,84.865,7.259,100.0,guava
51.0,25.0,7.0,29.61,74.699,7.12,100.0,guava
54.0,17.0,15.0,22.417,82.077,7.34,100.0,guava
46.0,36.0,14.0,19.295,72.603,7.404,100.0,guava
59.0,23.0,15.0,16.394,80.149,6.949,100.0,guava
32.0,33.0,12.0,25.255,83.767,6.828,100.0,guava
53.0,17.0,14.0,22.203,83.456,6.529,100.0,guava
32.0,21.0,12.0,23.057,77.866,7.294,100.0,guava
22.0,18.0,13.0,20.228,73.977,6.642,100.0,guava
33.0,37.0,12.0,19.424,77.141,6.748,100.0,guava
40.0,28.0,9.0,28.512,84.005,6.873,100.0,guava
45.0,20.0,15.0,29.021,78.313,6.718,100.0,guava
27.0,37.0,15.0,29.172,77.773,7.154,100.0,guava
21.0,40.0,5.0,22.224,75.275,6.846,100.0,guava
35.0,22.0,10.0,28.344,71.942,6.83,100.0,guava
23.0,19.0,5.0,27.963,83.004,6.812,100.0,guava
49.0,25.0,14.0,19.919,76.549,7.007,100.0,guava
52.0,32.0,10.0,29.823,75.389,7.198,100.0,guava
50.0,20.0,7.0,19.928,76.938,7.168,100.0,guava
50.0,19.0,12.0,21.428,74.795,7.091,100.0,guava
26.0,36.0,6.0,15.539,81.888,7.076,100.0,guava
41.0,23.0,15.0,19.315,79.571,7.042,100.0,guava
59.0,21.0,6.0,29.52,72.513,7.202,100.0,guava
58.0,40.0,12.0,18.058,83.704,6.829,100.0,guava
58.0,15.0,9.0,15.066,79.883,7.165,100.0,guava
51.0,39.0,15.0,6.587,60.937,7.239,98.178,apricot
27.0,30.0,6.0,7.427,66.096,6.634,94.826,apricot
51.0,35.0,7.0,6.578,63.756,6.896,97.418,apricot
29.0,38.0,8.0,6.717,64.647,7.492,95.944,apricot
59.0,33.0,13.0,6.297,67.879,7.472,97.418,apricot
59.0,28.0,13.0,6.752,69.209,6.503,95.996,apricot
23.0,29.0,13.0,6.785,68.016,6.737,98.061,apricot
34.0,32.0,14.0,6.234,63.243,6.831,97.269,apricot
60.0,37.0,6.0,7.141,61.924,6.742,90.707,apricot
36.0,32.0,9.0,6.057,60.757,7.29,93.355,apricot
26.0,20.0,8.0,6.76,68.562,7.357,95.934,apricot
32.0,23.0,14.0,6.921,65.278,7.328,97.808,apricot
20.0,15.0,14.0,6.488,67.762,7.435,97.893,apricot
32.0,38.0,7.0,7.439,65.232,6.565,91.579,apricot
36.0,34.0,14.0,6.301,60.755,6.518,93.885,apricot
28.0,26.0,9.0,6.387,65.483,6.99,95.89,apricot
54.0,27.0,7.0,6.33,64.977,7.351,90.159,apricot
36.0,37.0,7.0,6.097,61.721,6.531,90.98,apricot
44.0,22.0,12.0,7.323,65.344,7.319,98.422,apricot
43.0,38.0,8.0,6.929,67.27,6.83,96.815,apricot
51.0,36.0,13.0,6.897,65.545,6.84,97.741,apricot
47.0,27.0,10.0,7.079,67.682,6.686,94.359,apricot
47.0,30.0,11.0,6.797,65.321,7.152,98.689,apricot
58.0,15.0,8.0,7.168,60.394,7.229,95.579,apricot
58.0,26.0,11.0,7.17,63.494,7.117,95.363,apricot
